"","incident_key","month","day","year","occur_time","boro","precinct","jurisdiction_code","location_desc","statistical_murder_flag","perp_age_group","perp_sex","perp_race","vic_age_group","vic_sex","vic_race","x_coord_cd","y_coord_cd","latitude","longitude","new_georeferenced_column","zipcode"
"1",230162224,"June",27,2021,04:34:00,"BROOKLYN",75,0,NA,FALSE,NA,NA,NA,"<18","M","BLACK",1014210,182758,40.6682627490001,-73.8920035049999,"POINT (-73.89200350499993 40.668262749000064)",11207
"2",228561932,"May",21,2021,21:06:00,"BROOKLYN",77,0,NA,FALSE,"<18","M","BLACK","25-44","F","WHITE",994341,185941,40.67704431,-73.963621255,"POINT (-73.96362125499998 40.677044310000035)",11238
"3",233790860,"September",18,2021,23:17:00,"BRONX",44,0,NA,TRUE,NA,NA,NA,"18-24","M","BLACK HISPANIC",1010270,246284,40.8426377760001,-73.90596033,"POINT (-73.90596032999997 40.84263777600006)",10457
"4",225295736,"March",7,2021,06:15:00,"BROOKLYN",75,0,NA,FALSE,"25-44","M","WHITE HISPANIC","25-44","F","WHITE HISPANIC",1020492,187865,40.6822568150001,-73.869331114,"POINT (-73.86933111399996 40.68225681500007)",11208
"5",227647465,"May",1,2021,00:22:00,"BRONX",46,0,NA,FALSE,"25-44","M","BLACK","25-44","M","BLACK",1011829,249524,40.851525886,-73.9003124929999,"POINT (-73.90031249299993 40.85152588600005)",10457
"6",222848394,"January",8,2021,05:50:00,"MANHATTAN",23,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"25-44","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC",998481,225704,40.7861782940001,-73.9486115889999,"POINT (-73.94861158899994 40.78617829400008)",10035
"7",229034592,"June",2,2021,14:30:00,"BRONX",48,0,NA,FALSE,NA,NA,NA,"25-44","M","WHITE HISPANIC",1014004,247798,40.846781467,-73.892458255,"POINT (-73.89245825499995 40.84678146700002)",10457
"8",225168411,"March",4,2021,11:40:00,"BRONX",49,0,NA,FALSE,"25-44","M","BLACK HISPANIC","25-44","M","BLACK HISPANIC",1021657,251013,40.8555765770001,-73.864779265,"POINT (-73.86477926499998 40.85557657700008)",10462
"9",224173086,"February",9,2021,19:50:00,"QUEENS",113,0,"PVT HOUSE",FALSE,NA,NA,NA,"25-44","M","BLACK",1052651,193294,40.696968027,-73.753327365,"POINT (-73.75332736499998 40.696968027000025)",11412
"10",230232277,"June",29,2021,15:32:00,"MANHATTAN",34,0,"HOSPITAL",FALSE,NA,NA,NA,"18-24","M","BLACK",1008527,257284,40.872834434,-73.9122200149999,"POINT (-73.91222001499993 40.872834434000026)",10040
"11",227647476,"May",2,2021,18:18:00,"MANHATTAN",23,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"18-24","M","BLACK","25-44","M","BLACK",999876,225984,40.786944463,-73.9435734259999,"POINT (-73.94357342599994 40.78694446300005)",10029
"12",223202282,"January",16,2021,21:00:00,"BROOKLYN",63,0,NA,FALSE,NA,NA,NA,"18-24","M","BLACK",1000833,167012,40.6250785450001,-73.940262766,"POINT (-73.940262766 40.62507854500007)",11210
"13",231941261,"August",7,2021,22:15:00,"BROOKLYN",63,0,NA,FALSE,NA,NA,NA,"<18","M","BLACK",1006275,168308,40.6286239340001,-73.9206542599999,"POINT (-73.92065425999994 40.628623934000075)",11234
"14",224747406,"February",23,2021,22:33:00,"BRONX",52,0,"MULTI DWELL - APT BUILD",FALSE,"25-44","M","BLACK HISPANIC","25-44","M","BLACK",1015139,257171,40.8725036230001,-73.8883127089999,"POINT (-73.88831270899993 40.87250362300006)",10458
"15",233200294,"September",6,2021,07:49:00,"QUEENS",106,0,NA,TRUE,NA,NA,NA,"45-64","M","BLACK",1037884,182044,40.6661912210001,-73.806670844,"POINT (-73.80667084399995 40.66619122100008)",11420
"16",226542152,"April",5,2021,22:10:00,"BRONX",44,2,"MULTI DWELL - PUBLIC HOUS",TRUE,NA,NA,NA,"45-64","M","BLACK",1003989,244111,40.8366897970001,-73.928667418,"POINT (-73.92866741799997 40.836689797000076)",10452
"17",226705224,"April",8,2021,12:30:00,"BRONX",47,0,NA,FALSE,"18-24","M","BLACK","25-44","M","BLACK",1023831,260682,40.882105524,-73.8568633959999,"POINT (-73.85686339599994 40.882105524000046)",10467
"18",229493099,"June",11,2021,11:30:00,"MANHATTAN",32,0,NA,FALSE,NA,NA,NA,"<18","M","BLACK",1000711,235993,40.814414915,-73.9405335709999,"POINT (-73.94053357099993 40.814414915000036)",10037
"19",233468972,"September",13,2021,00:35:00,"MANHATTAN",32,0,NA,TRUE,NA,NA,NA,"18-24","M","BLACK",1001369,236689,40.8163239900001,-73.9381546709999,"POINT (-73.93815467099995 40.81632399000005)",10037
"20",223505522,"January",24,2021,08:20:00,"BRONX",40,0,NA,FALSE,"25-44","M","WHITE HISPANIC","25-44","M","BLACK",1007112,234639,40.810684318,-73.917413602,"POINT (-73.91741360199995 40.81068431800003)",10454
"21",231089375,"July",19,2021,21:01:00,"MANHATTAN",23,2,"MULTI DWELL - PUBLIC HOUS",FALSE,NA,NA,NA,"25-44","M","BLACK",999324,226582,40.788586771,-73.9455654449999,"POINT (-73.94556544499993 40.788586771000034)",10029
"22",227221323,"April",21,2021,18:00:00,"BROOKLYN",78,0,NA,TRUE,"25-44","F","BLACK","45-64","F","BLACK",989864,187801,40.6821535610001,-73.979760238,"POINT (-73.97976023799998 40.682153561000064)",11217
"23",232013188,"August",9,2021,17:16:00,"MANHATTAN",25,0,NA,FALSE,NA,NA,NA,"18-24","M","BLACK",1001641,233513,40.807606223,-73.937180229,"POINT (-73.93718022899996 40.80760622300004)",10035
"24",226233404,"March",27,2021,03:49:00,"BROOKLYN",75,2,"MULTI DWELL - PUBLIC HOUS",TRUE,"25-44","M","BLACK","18-24","M","BLACK",1012960,182222,40.6667956910001,-73.896511706,"POINT (-73.89651170599996 40.66679569100006)",11207
"25",228798560,"May",27,2021,22:50:00,"QUEENS",103,0,NA,FALSE,"18-24","M","BLACK","25-44","M","BLACK",1037559,194576,40.70059059,-73.8077431999999,"POINT (-73.80774319999993 40.70059059000005)",11435
"26",228367829,"May",18,2021,23:27:00,"BRONX",40,0,NA,FALSE,NA,NA,NA,"18-24","M","BLACK",1005530,233943,40.808777943,-73.923130702,"POINT (-73.923130702 40.808777943000045)",10454
"27",232188182,"August",12,2021,17:05:00,"MANHATTAN",9,0,NA,FALSE,"45-64","M","BLACK","25-44","M","BLACK",991074,203262,40.7245895300001,-73.9753819329999,"POINT (-73.97538193299994 40.72458953000006)",10009
"28",230234500,"June",29,2021,17:35:00,"BROOKLYN",71,0,NA,FALSE,NA,NA,NA,"<18","M","BLACK",995628,181599,40.665124931,-73.958988678,"POINT (-73.95898867799998 40.66512493100004)",11225
"29",227647474,"May",2,2021,02:00:00,"MANHATTAN",24,0,NA,FALSE,NA,NA,NA,"<18","M","BLACK",993480,230424,40.7991400590001,-73.966664318,"POINT (-73.96666431799997 40.79914005900008)",10025
"30",232592536,"August",22,2021,03:00:00,"BRONX",42,0,NA,FALSE,"25-44","M","BLACK","18-24","M","BLACK",1013267,243664,40.8354373020001,-73.8951399589999,"POINT (-73.89513995899993 40.83543730200005)",10460
"31",228561932,"May",21,2021,21:06:00,"BROOKLYN",77,0,NA,FALSE,"<18","M","BLACK","25-44","M","WHITE",994341,185941,40.67704431,-73.963621255,"POINT (-73.96362125499998 40.677044310000035)",11238
"32",225387702,"March",8,2021,21:30:00,"MANHATTAN",32,0,NA,FALSE,NA,NA,NA,"25-44","M","BLACK",1001053,236710,40.816382236,-73.9392962489999,"POINT (-73.93929624899994 40.81638223600004)",10037
"33",230805645,"July",13,2021,23:40:00,"BROOKLYN",70,0,NA,FALSE,"25-44","M","BLACK","25-44","M","BLACK",995904,177893,40.6549524170001,-73.958000222,"POINT (-73.95800022199995 40.65495241700007)",11226
"34",227344441,"April",24,2021,22:39:00,"BROOKLYN",67,0,"MULTI DWELL - APT BUILD",FALSE,NA,NA,NA,"25-44","M","BLACK",997321,177773,40.6546210660001,-73.952893562,"POINT (-73.95289356199999 40.65462106600006)",11226
"35",228108957,"May",12,2021,19:22:00,"BRONX",46,0,NA,FALSE,"45-64","M","BLACK","25-44","M","BLACK",1012119,252873,40.8607169750001,-73.8992503169999,"POINT (-73.89925031699994 40.86071697500005)",10468
"36",231246225,"July",22,2021,06:32:00,"MANHATTAN",34,0,"GROCERY/BODEGA",TRUE,"25-44","M","BLACK HISPANIC","25-44","M","BLACK HISPANIC",1005596,254339,40.864758883,-73.9228273799999,"POINT (-73.92282737999993 40.86475888300004)",10034
"37",232733684,"August",25,2021,23:16:00,"MANHATTAN",28,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"18-24","M","BLACK","18-24","F","BLACK",998362,231048,40.8008463210001,-73.9490300849999,"POINT (-73.94903008499993 40.800846321000044)",10026
"38",228252164,"May",15,2021,04:13:00,"QUEENS",113,0,NA,TRUE,NA,NA,NA,"25-44","M","BLACK",1051329,196646,40.706178569,-73.758061474,"POINT (-73.75806147399999 40.70617856900003)",11412
"39",234323835,"September",30,2021,19:03:00,"BROOKLYN",77,0,"MULTI DWELL - APT BUILD",TRUE,NA,NA,NA,"18-24","M","BLACK",1005418,184431,40.6728801450001,-73.923691086,"POINT (-73.92369108599996 40.67288014500008)",11233
"40",226598084,"April",6,2021,09:40:00,"BROOKLYN",73,0,NA,FALSE,NA,NA,NA,"25-44","F","BLACK",1009684,179835,40.660253923,-73.908329561,"POINT (-73.90832956099996 40.66025392300003)",11212
"41",229188280,"June",6,2021,18:30:00,"BROOKLYN",81,0,NA,FALSE,NA,NA,NA,"18-24","F","BLACK",1001586,189839,40.68773221,-73.937491478,"POINT (-73.93749147799997 40.687732210000036)",11221
"42",230606422,"July",8,2021,13:42:00,"BRONX",47,0,NA,FALSE,NA,NA,NA,"18-24","M","BLACK",1024502,258528,40.8761904340001,-73.854449784,"POINT (-73.85444978399995 40.87619043400008)",10469
"43",229943474,"June",22,2021,16:11:00,"STATEN ISLAND",120,0,NA,FALSE,"25-44","M","WHITE","25-44","M","WHITE HISPANIC",965963,159865,40.605458151,-74.065859254,"POINT (-74.06585925399997 40.60545815100004)",10305
"44",225601139,"March",12,2021,21:00:00,"BRONX",48,0,"PVT HOUSE",FALSE,"25-44","M","WHITE HISPANIC","18-24","M","BLACK",1018554,245062,40.839255451,-73.876026698,"POINT (-73.87602669799998 40.839255451000035)",10460
"45",233651083,"September",16,2021,00:16:00,"BROOKLYN",61,2,"MULTI DWELL - PUBLIC HOUS",FALSE,NA,NA,NA,"18-24","F","BLACK",1001945,157468,40.5988800810001,-73.936281901,"POINT (-73.93628190099997 40.59888008100006)",11229
"46",227191289,"April",21,2021,02:36:00,"MANHATTAN",32,2,"MULTI DWELL - PUBLIC HOUS",FALSE,NA,NA,NA,"<18","M","BLACK",998651,234580,40.810540222,-73.9479786649999,"POINT (-73.94797866499994 40.81054022200004)",10027
"47",231089374,"July",19,2021,20:59:00,"BRONX",47,0,"GAS STATION",FALSE,NA,NA,NA,"45-64","M","BLACK",1024478,257224,40.872611469,-73.854544398,"POINT (-73.85454439799997 40.87261146900005)",10469
"48",231969566,"August",8,2021,09:29:00,"MANHATTAN",23,0,NA,FALSE,"25-44","M","BLACK","45-64","M","BLACK",1000700,227655,40.791529414,-73.940593737,"POINT (-73.94059373699997 40.79152941400002)",10029
"49",226503934,"April",4,2021,21:05:00,"BRONX",48,0,NA,TRUE,"25-44","M","BLACK","25-44","M","WHITE HISPANIC",1013843,249122,40.850415995,-73.893034331,"POINT (-73.89303433099997 40.85041599500005)",10457
"50",231658948,"August",1,2021,04:49:00,"BROOKLYN",77,0,NA,TRUE,"25-44","M","BLACK","25-44","M","BLACK",1003427,183920,40.671482101,-73.930870065,"POINT (-73.93087006499997 40.67148210100004)",11213
"51",227950667,"May",9,2021,19:43:00,"MANHATTAN",25,2,"MULTI DWELL - PUBLIC HOUS",FALSE,NA,NA,NA,"45-64","M","BLACK HISPANIC",1003481,229777,40.797348115,-73.930544331,"POINT (-73.93054433099996 40.797348115000034)",10035
"52",233172873,"September",3,2021,19:08:00,"BRONX",43,0,NA,FALSE,"25-44","M","BLACK HISPANIC","25-44","M","BLACK",1024458,243524,40.8350091840001,-73.8546988809999,"POINT (-73.85469888099993 40.83500918400005)",10462
"53",226472068,"April",3,2021,00:55:00,"BRONX",44,0,NA,FALSE,"25-44","M","BLACK HISPANIC","18-24","M","BLACK HISPANIC",1004396,239361,40.8236514910001,-73.9272108389999,"POINT (-73.92721083899994 40.82365149100008)",10451
"54",230777525,"July",12,2021,23:40:00,"BRONX",46,0,NA,FALSE,"18-24","M","BLACK","18-24","M","BLACK",1010241,249480,40.851409937,-73.906052754,"POINT (-73.90605275399997 40.85140993700002)",10453
"55",226762828,"April",9,2021,20:40:00,"QUEENS",114,0,NA,FALSE,NA,NA,NA,"25-44","M","WHITE HISPANIC",1002583,213113,40.751611719,-73.933833119,"POINT (-73.93383311899998 40.75161171900004)",11101
"56",230448316,"July",4,2021,21:00:00,"QUEENS",105,0,NA,FALSE,NA,NA,NA,"25-44","M","WHITE HISPANIC",1056903,200871,40.717731127,-73.73791174,"POINT (-73.73791173999997 40.71773112700004)",11428
"57",229491478,"June",11,2021,01:30:00,"MANHATTAN",34,0,NA,FALSE,"18-24","M","BLACK HISPANIC","18-24","M","WHITE HISPANIC",1006293,254896,40.8662859670001,-73.920305624,"POINT (-73.92030562399998 40.86628596700007)",10034
"58",227950644,"May",6,2021,17:35:00,"QUEENS",100,0,NA,FALSE,NA,NA,NA,"25-44","M","BLACK",1041112,155737,40.5939641030001,-73.7952567849999,"POINT (-73.79525678499994 40.593964103000076)",11692
"59",224354729,"February",12,2021,07:40:00,"BROOKLYN",75,0,"GROCERY/BODEGA",FALSE,"25-44","M","BLACK","25-44","M","BLACK",1017442,184924,40.674196403,-73.8803423419999,"POINT (-73.88034234199995 40.674196403000046)",11208
"60",232331294,"August",16,2021,00:30:00,"BROOKLYN",75,0,NA,TRUE,NA,NA,NA,"<18","M","BLACK",1014905,185861,40.6767774040001,-73.889484104,"POINT (-73.88948410399996 40.67677740400006)",11207
"61",233459106,"September",10,2021,17:35:00,"BROOKLYN",79,2,"MULTI DWELL - PUBLIC HOUS",FALSE,NA,NA,NA,"18-24","M","BLACK",998205,190419,40.6893301530001,-73.949681448,"POINT (-73.94968144799998 40.68933015300007)",11216
"62",229848434,"June",20,2021,23:01:00,"QUEENS",113,0,NA,FALSE,"25-44","M","BLACK","25-44","M","BLACK",1050359,192914,40.695942438,-73.761596678,"POINT (-73.761596678 40.69594243800003)",11412
"63",229579330,"June",15,2021,12:40:00,"QUEENS",107,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"18-24","M","WHITE HISPANIC","18-24","M","WHITE",1036732,207396,40.735783278,-73.8106258029999,"POINT (-73.81062580299994 40.73578327800004)",11367
"64",225601140,"March",13,2021,03:50:00,"BROOKLYN",90,0,"BAR/NIGHT CLUB",FALSE,"18-24","M","BLACK HISPANIC","25-44","M","BLACK HISPANIC",1001951,195081,40.7021195610001,-73.936161591,"POINT (-73.93616159099997 40.70211956100008)",11206
"65",232861014,"August",28,2021,23:45:00,"BROOKLYN",73,0,NA,FALSE,NA,NA,NA,"25-44","M","BLACK",1007646,187754,40.681995419,-73.915647644,"POINT (-73.91564764399999 40.68199541900003)",11233
"66",232390409,"August",17,2021,19:27:00,"BRONX",47,0,NA,FALSE,NA,NA,NA,"18-24","M","BLACK",1027786,259592,40.8790951930001,-73.842567914,"POINT (-73.84256791399997 40.87909519300007)",10469
"67",227384587,"April",26,2021,14:10:00,"MANHATTAN",19,0,NA,TRUE,"18-24","M","BLACK","18-24","M","BLACK",997492,225463,40.7855183500001,-73.9521834619999,"POINT (-73.95218346199994 40.785518350000075)",10128
"68",222526454,"January",1,2021,06:30:00,"BRONX",44,0,NA,FALSE,NA,NA,NA,"25-44","M","WHITE HISPANIC",1007509,245160,40.839560428,-73.91594299,"POINT (-73.91594298999998 40.83956042800003)",10452
"69",223782358,"January",30,2021,15:50:00,"QUEENS",101,0,NA,FALSE,"25-44","M","BLACK","25-44","M","BLACK",1052284,161199,40.608877416,-73.754974621,"POINT (-73.75497462099996 40.608877416000034)",11691
"70",227950656,"May",7,2021,01:00:00,"BRONX",42,0,NA,FALSE,NA,NA,NA,"25-44","M","BLACK",1012860,244801,40.838559364,-73.896605923,"POINT (-73.89660592299998 40.83855936400005)",10457
"71",224370779,"February",14,2021,17:30:00,"BROOKLYN",84,0,NA,FALSE,NA,NA,NA,"25-44","M","BLACK",987649,191484,40.69226368,-73.9877445349999,"POINT (-73.98774453499993 40.692263680000046)",11201
"72",224069696,"February",6,2021,04:50:00,"BROOKLYN",73,0,NA,FALSE,"25-44","M","BLACK","25-44","F","BLACK",1009142,187708,40.681865079,-73.910254021,"POINT (-73.91025402099996 40.681865079000026)",11233
"73",232291899,"August",14,2021,04:11:00,"BRONX",46,0,NA,TRUE,NA,NA,NA,"25-44","M","BLACK",1008497,248717,40.8493206900001,-73.912359481,"POINT (-73.91235948099995 40.84932069000007)",10453
"74",229507932,"June",13,2021,23:15:00,"MANHATTAN",33,0,NA,FALSE,NA,NA,NA,"25-44","M","WHITE HISPANIC",1002054,246849,40.8442089220001,-73.93565297,"POINT (-73.93565296999998 40.844208922000064)",10033
"75",227344212,"April",25,2021,17:32:00,"BROOKLYN",76,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"25-44","M","BLACK","25-44","M","BLACK",983439,185086,40.67470324,-74.0029251679999,"POINT (-74.00292516799993 40.674703240000035)",11231
"76",234268729,"September",29,2021,12:50:00,"BRONX",48,0,NA,FALSE,NA,NA,NA,"18-24","M","BLACK",1016838,250252,40.853506962,-73.882203096,"POINT (-73.88220309599996 40.85350696200004)",10460
"77",228587380,"May",23,2021,23:25:00,"QUEENS",102,0,NA,FALSE,NA,NA,NA,"25-44","M","WHITE HISPANIC",1024312,193064,40.696510393,-73.855527234,"POINT (-73.85552723399996 40.69651039300004)",11421
"78",226495970,"April",4,2021,02:50:00,"BRONX",52,0,NA,FALSE,NA,NA,NA,"25-44","M","BLACK",1014140,254813,40.8660350750001,-73.891935417,"POINT (-73.89193541699996 40.86603507500007)",10458
"79",231369853,"July",26,2021,09:45:00,"BRONX",40,0,NA,FALSE,"25-44","M","WHITE HISPANIC","45-64","M","BLACK HISPANIC",1010281,237614,40.818841089,-73.905954215,"POINT (-73.90595421499995 40.818841089000045)",10456
"80",233307769,"September",8,2021,23:48:00,"BRONX",46,0,NA,FALSE,"25-44","M","BLACK HISPANIC","18-24","M","BLACK",1011751,250275,40.853587401,-73.9005913559999,"POINT (-73.90059135599995 40.85358740100002)",10457
"81",232592537,"August",22,2021,21:37:00,"QUEENS",113,0,NA,FALSE,NA,NA,NA,"18-24","M","BLACK",1051532,194147,40.699317883,-73.7573542659999,"POINT (-73.75735426599994 40.69931788300004)",11412
"82",227000639,"April",15,2021,13:00:00,"BROOKLYN",81,0,NA,FALSE,NA,NA,NA,"18-24","M","BLACK",1006993,189567,40.68697339,-73.917995902,"POINT (-73.91799590199997 40.68697339000005)",11233
"83",231866065,"August",5,2021,23:30:00,"BROOKLYN",73,0,NA,FALSE,NA,NA,NA,"18-24","M","BLACK",1010873,178565,40.6567645590001,-73.904049061,"POINT (-73.90404906099997 40.656764559000074)",11212
"84",225934384,"March",15,2021,18:20:00,"BRONX",46,0,NA,FALSE,"<18","M","WHITE HISPANIC","18-24","M","BLACK",1005992,249443,40.851319867,-73.921411567,"POINT (-73.92141156699995 40.85131986700002)",10453
"85",228564724,"May",23,2021,02:28:00,"BRONX",52,0,NA,FALSE,NA,NA,NA,"18-24","M","BLACK",1018851,259662,40.879326873,-73.8748779749999,"POINT (-73.87487797499993 40.879326873000025)",10467
"86",231562492,"July",29,2021,03:56:00,"MANHATTAN",33,0,NA,FALSE,NA,NA,NA,"25-44","M","BLACK HISPANIC",1001602,246487,40.843216237,-73.9372875569999,"POINT (-73.93728755699995 40.84321623700004)",10032
"87",230161942,"June",25,2021,00:56:00,"BRONX",43,0,NA,FALSE,NA,NA,NA,"18-24","M","BLACK",1027330,241793,40.8302445510001,-73.844331262,"POINT (-73.84433126199998 40.83024455100008)",10462
"88",230883378,"July",15,2021,00:17:00,"BRONX",44,2,"MULTI DWELL - PUBLIC HOUS",TRUE,NA,NA,NA,"25-44","M","BLACK",1008231,242714,40.8328449360001,-73.913342415,"POINT (-73.913342415 40.83284493600007)",10456
"89",230287864,"July",1,2021,02:20:00,"BRONX",47,0,NA,FALSE,"25-44","M","BLACK","25-44","M","BLACK",1032443,262435,40.8868741270001,-73.825707,"POINT (-73.82570699999997 40.886874127000056)",10475
"90",232444798,"August",18,2021,22:55:00,"BRONX",40,0,NA,TRUE,"18-24","M","BLACK","18-24","M","BLACK",1009546,235539,40.813147933,-73.908617511,"POINT (-73.908617511 40.81314793300004)",10455
"91",229861114,"June",21,2021,03:00:00,"BRONX",47,0,"MULTI DWELL - APT BUILD",FALSE,"25-44","M","BLACK","25-44","M","BLACK",1031078,262785,40.8878421140001,-73.8306411899999,"POINT (-73.83064118999994 40.88784211400008)",10466
"92",225439056,"March",10,2021,22:35:00,"MANHATTAN",25,0,NA,FALSE,"<18","M","BLACK","25-44","F","BLACK HISPANIC",1000558,231080,40.800930373,-73.941098241,"POINT (-73.94109824099996 40.80093037300003)",10035
"93",232924792,"August",30,2021,18:52:00,"BRONX",40,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"<18","M","WHITE HISPANIC","<18","M","BLACK",1005933,235834,40.813967231,-73.9216688189999,"POINT (-73.92166881899993 40.81396723100005)",10451
"94",230418794,"July",2,2021,23:41:00,"BROOKLYN",79,0,NA,FALSE,NA,NA,NA,"25-44","M","BLACK",1000382,192387,40.694728158,-73.9418267469999,"POINT (-73.94182674699994 40.69472815800003)",11206
"95",223801322,"January",31,2021,16:35:00,"BROOKLYN",77,0,NA,FALSE,NA,NA,NA,"25-44","M","BLACK HISPANIC",1001507,184056,40.6718593410001,-73.937791144,"POINT (-73.93779114399997 40.67185934100007)",11233
"96",227561752,"April",30,2021,01:42:00,"MANHATTAN",30,0,NA,FALSE,NA,NA,NA,"<18","M","BLACK HISPANIC",996959,237594,40.8188154050001,-73.95408521,"POINT (-73.95408520999997 40.81881540500007)",10031
"97",228679850,"May",25,2021,20:20:00,"BRONX",42,0,NA,FALSE,"18-24","M","BLACK HISPANIC","18-24","M","WHITE HISPANIC",1013758,241114,40.8284366620001,-73.8933768039999,"POINT (-73.89337680399994 40.82843666200006)",10459
"98",226654024,"April",7,2021,00:24:00,"BRONX",42,2,"MULTI DWELL - PUBLIC HOUS",TRUE,"25-44","M","BLACK","18-24","M","BLACK",1011763,244572,40.837934311,-73.9005713779999,"POINT (-73.90057137799994 40.837934311000026)",10457
"99",222932692,"January",11,2021,23:49:00,"BRONX",47,0,"MULTI DWELL - APT BUILD",TRUE,"18-24","M","BLACK","18-24","M","BLACK HISPANIC",1020808,262493,40.8870891880001,-73.867785667,"POINT (-73.86778566699996 40.88708918800006)",10467
"100",222890432,"January",10,2021,00:49:00,"BROOKLYN",75,0,"MULTI DWELL - APT BUILD",TRUE,NA,NA,NA,"18-24","M","BLACK",1018415,183295,40.6697214650001,-73.876842881,"POINT (-73.87684288099996 40.66972146500007)",11208
"101",234208838,"September",28,2021,22:59:00,"QUEENS",114,2,"MULTI DWELL - PUBLIC HOUS",FALSE,NA,NA,NA,"25-44","M","BLACK",1002652,215969,40.7594505670001,-73.933576266,"POINT (-73.933576266 40.759450567000044)",11106
"102",227344444,"April",25,2021,00:55:00,"BROOKLYN",71,0,NA,FALSE,"18-24","M","BLACK","18-24","M","BLACK",997457,181411,40.664606373,-73.9523962929999,"POINT (-73.95239629299994 40.66460637300003)",11225
"103",223928176,"February",3,2021,19:20:00,"BROOKLYN",73,0,"MULTI DWELL - PUBLIC HOUS",FALSE,NA,NA,NA,"45-64","M","BLACK",1010707,182888,40.6686307310001,-73.9046303809999,"POINT (-73.90463038099993 40.668630731000064)",11212
"104",231866068,"August",5,2021,08:57:00,"QUEENS",103,0,NA,FALSE,"25-44","M","BLACK","25-44","M","WHITE HISPANIC",1037949,195015,40.7017931820001,-73.806333175,"POINT (-73.80633317499998 40.70179318200008)",11435
"105",231866068,"August",5,2021,08:57:00,"QUEENS",103,0,NA,FALSE,"25-44","M","BLACK","18-24","M","ASIAN / PACIFIC ISLANDER",1037949,195015,40.7017931820001,-73.806333175,"POINT (-73.80633317499998 40.70179318200008)",11435
"106",233828558,"September",20,2021,19:30:00,"BRONX",43,2,"MULTI DWELL - PUBLIC HOUS",TRUE,NA,NA,NA,"25-44","M","WHITE HISPANIC",1022040,240165,40.825800379,-73.86345589,"POINT (-73.86345588999995 40.825800379000036)",10472
"107",227089383,"April",16,2021,15:00:00,"STATEN ISLAND",120,0,NA,FALSE,"18-24","M","BLACK","18-24","M","BLACK",951331,172632,40.640458596,-74.118616361,"POINT (-74.11861636099997 40.64045859600003)",10310
"108",225385468,"March",9,2021,22:09:00,"QUEENS",103,0,NA,TRUE,"18-24","M","BLACK","25-44","M","BLACK",1052627,196895,40.7068520770001,-73.7533773549999,"POINT (-73.75337735499993 40.70685207700007)",11412
"109",230741369,"July",11,2021,15:18:00,"BRONX",48,0,NA,TRUE,"18-24","M","BLACK","<18","M","BLACK",1016838,250252,40.853506962,-73.882203096,"POINT (-73.88220309599996 40.85350696200004)",10460
"110",230713946,"July",9,2021,07:00:00,"BROOKLYN",75,0,NA,FALSE,"18-24","M","BLACK","18-24","F","BLACK",1017277,184414,40.672797186,-73.880939675,"POINT (-73.88093967499998 40.672797186000025)",11208
"111",233172614,"September",5,2021,16:40:00,"BRONX",48,0,NA,FALSE,NA,NA,NA,"25-44","M","BLACK",1015964,246847,40.8441644320001,-73.885378514,"POINT (-73.88537851399997 40.84416443200007)",10460
"112",231047259,"July",16,2021,20:23:00,"BROOKLYN",73,0,NA,TRUE,"25-44","M","BLACK","25-44","M","BLACK",1009572,183144,40.6693367120001,-73.908720816,"POINT (-73.90872081599997 40.66933671200008)",11212
"113",226705490,"April",8,2021,19:08:00,"MANHATTAN",25,0,NA,FALSE,"45-64","M","BLACK","45-64","M","BLACK HISPANIC",1001575,232339,40.804384046,-73.9374216689999,"POINT (-73.93742166899995 40.804384046000045)",NA
"114",229192994,"June",4,2021,16:58:00,"BRONX",44,0,"MULTI DWELL - APT BUILD",FALSE,"<18","M","WHITE HISPANIC","<18","F","WHITE HISPANIC",1008846,245939,40.841694933,-73.911108193,"POINT (-73.91110819299998 40.84169493300004)",10457
"115",229643172,"June",16,2021,23:22:00,"BRONX",52,0,NA,FALSE,"18-24","M","WHITE HISPANIC","25-44","M","BLACK",1014313,254123,40.864140648,-73.891313038,"POINT (-73.89131303799998 40.864140648000046)",10458
"116",225621192,"March",14,2021,19:00:00,"BRONX",47,0,"MULTI DWELL - APT BUILD",FALSE,NA,NA,NA,"<18","M","BLACK",1021271,257055,40.8721616500001,-73.866141235,"POINT (-73.86614123499999 40.87216165000007)",10467
"117",231186871,"July",21,2021,13:44:00,"BRONX",47,0,"COMMERCIAL BLDG",FALSE,"<18","M","BLACK HISPANIC","18-24","M","BLACK",1026375,262353,40.8866801140001,-73.847652954,"POINT (-73.84765295399995 40.88668011400005)",10466
"118",226203720,"March",27,2021,19:05:00,"BROOKLYN",75,0,NA,FALSE,NA,NA,NA,"18-24","M","BLACK",1015829,179160,40.6583814150001,-73.886184293,"POINT (-73.88618429299999 40.65838141500007)",11207
