"","incident_key","month","day","year","occur_time","boro","precinct","jurisdiction_code","location_desc","statistical_murder_flag","perp_age_group","perp_sex","perp_race","vic_age_group","vic_sex","vic_race","x_coord_cd","y_coord_cd","latitude","longitude","lon_lat","zipcode"
"875",170620030,"October",22,2017,16:41:00,"QUEENS",113,0,NA,FALSE,NA,NA,NA,"18-24","M","BLACK",1049972,183750,40.6707923160001,-73.763081665,"POINT (-73.76308166499996 40.670792316000075)",11434
"876",173084538,"December",29,2017,14:56:00,"BROOKLYN",94,0,NA,FALSE,"18-24","M","BLACK","18-24","M","WHITE HISPANIC",1000804.6875,200664.578125,40.717447376,-73.9402821159999,"POINT (-73.94028211599993 40.71744737600005)",11211
"877",171171092,"November",3,2017,07:42:00,"BRONX",47,0,NA,TRUE,"18-24","M","BLACK","18-24","M","BLACK HISPANIC",1021796.75,263196.5625,40.8890160920001,-73.864205812,"POINT (-73.86420581199997 40.88901609200008)",10466
"878",165379103,"May",31,2017,23:50:00,"BRONX",43,0,"MULTI DWELL - APT BUILD",TRUE,NA,NA,NA,"45-64","M","BLACK",1025895.1875,242481.78125,40.8321419370001,-73.849511692,"POINT (-73.84951169199996 40.832141937000074)",10462
"879",163842827,"April",16,2017,17:22:00,"QUEENS",105,0,NA,FALSE,NA,NA,NA,"25-44","M","BLACK",1059197,181947.15625,40.6657706460001,-73.7298469089999,"POINT (-73.72984690899995 40.665770646000055)",11422
"880",165264181,"May",28,2017,21:45:00,"BRONX",40,0,NA,FALSE,"18-24","M","BLACK","18-24","M","BLACK",1005207,233367,40.8071977540001,-73.9242992869999,"POINT (-73.92429928699994 40.80719775400007)",10454
"881",167835442,"August",6,2017,04:33:00,"MANHATTAN",32,0,NA,FALSE,NA,NA,NA,"25-44","M","BLACK",999981,234730,40.810949662,-73.943173766,"POINT (-73.94317376599997 40.81094966200004)",10027
"882",169180027,"September",9,2017,22:15:00,"BRONX",50,0,NA,FALSE,NA,NA,NA,"25-44","M","BLACK HISPANIC",1011287.6875,255912.03125,40.8690607770001,-73.90224339,"POINT (-73.90224338999997 40.86906077700007)",10468
"883",166353146,"June",23,2017,01:46:00,"STATEN ISLAND",120,0,NA,FALSE,NA,NA,NA,"<18","M","BLACK",961579.875,163524.21875,40.6154918230001,-74.081656681,"POINT (-74.08165668099997 40.61549182300007)",10304
"884",172233873,"December",3,2017,00:03:00,"MANHATTAN",33,0,NA,TRUE,"25-44","M","UNKNOWN","25-44","M","WHITE HISPANIC",1001279,247574,40.846200362,-73.938452189,"POINT (-73.93845218899997 40.84620036200005)",10033
"885",167835443,"August",6,2017,03:40:00,"BRONX",43,0,NA,FALSE,NA,NA,NA,"25-44","M","WHITE HISPANIC",1020183.1875,239282.796875,40.8233867320001,-73.870169773,"POINT (-73.87016977299999 40.823386732000074)",10473
"886",162314450,"February",27,2017,21:00:00,"BRONX",43,2,"MULTI DWELL - PUBLIC HOUS",FALSE,NA,NA,NA,"25-44","M","BLACK",1021188.875,239208.734375,40.8231793040001,-73.866536496,"POINT (-73.86653649599998 40.823179304000064)",10473
"887",165378832,"May",31,2017,22:01:00,"BRONX",52,0,"MULTI DWELL - APT BUILD",FALSE,"<18","M","BLACK","<18","M","BLACK",1010728.3125,252491.078125,40.859672996,-73.904279392,"POINT (-73.90427939199998 40.85967299600003)",10468
"888",169454719,"September",16,2017,18:53:00,"BROOKLYN",71,0,NA,FALSE,NA,NA,NA,"25-44","M","BLACK",992985.3125,185453.515625,40.6757077170001,-73.968509427,"POINT (-73.96850942699996 40.67570771700008)",11238
"889",171990076,"November",24,2017,12:56:00,"BROOKLYN",83,0,"CHECK CASH",TRUE,"18-24","M","WHITE HISPANIC","18-24","M","BLACK",1000669.3125,194339.109375,40.700085716,-73.94078589,"POINT (-73.94078588999997 40.700085716000046)",11206
"890",162026813,"February",17,2017,15:34:00,"BRONX",40,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"45-64","M","WHITE HISPANIC","25-44","M","BLACK HISPANIC",1006600.3125,238544.578125,40.821405342,-73.9192490409999,"POINT (-73.91924904099994 40.82140534200005)",10451
