"incident_key","month","day","year","occur_time","boro","precinct","jurisdiction_code","location_desc","statistical_murder_flag","perp_age_group","perp_sex","perp_race","vic_age_group","vic_sex","vic_race","x_coord_cd","y_coord_cd","latitude","longitude","lon_lat","zipcode","new_georeferenced_column"
149455199,"January",17,2016,00:08:00,"BROOKLYN",72,0,NA,FALSE,"18-24","M","BLACK HISPANIC","25-44","M","BLACK HISPANIC",982275.8125,175427.71875,40.6481932020001,-74.007115728,"POINT (-74.00711572799997 40.64819320200007)",11220,NA
151902140,"April",6,2016,19:44:00,"MANHATTAN",25,2,"MULTI DWELL - PUBLIC HOUS",FALSE,NA,NA,NA,"45-64","M","BLACK",1001755.9375,233152.75,40.8066172090001,-73.9367659819999,"POINT (-73.93676598199994 40.80661720900008)",10035,NA
156442532,"September",5,2016,06:47:00,"BROOKLYN",71,0,NA,FALSE,NA,NA,NA,"18-24","M","BLACK",997703.5625,178036.734375,40.655344386,-73.951514281,"POINT (-73.95151428099996 40.655344386000024)",11226,NA
154563859,"July",3,2016,23:55:00,"QUEENS",103,0,NA,FALSE,"18-24","M","BLACK","18-24","M","BLACK HISPANIC",1040616.8125,192273.703125,40.694252388,-73.796734543,"POINT (-73.79673454299996 40.69425238800005)",11433,NA
158090348,"October",31,2016,22:25:00,"BROOKLYN",77,2,"MULTI DWELL - PUBLIC HOUS",FALSE,NA,NA,NA,"18-24","M","BLACK",1002407.5625,185867.0625,40.6768284980001,-73.9345398,"POINT (-73.93453979999998 40.67682849800008)",11213,NA
150911774,"March",4,2016,04:51:00,"QUEENS",114,0,NA,FALSE,NA,NA,NA,"25-44","M","WHITE HISPANIC",1004086.5,213799.265625,40.753492099,-73.928404594,"POINT (-73.92840459399999 40.75349209900003)",11106,NA
151747520,"April",1,2016,17:22:00,"BROOKLYN",84,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"<18","M","BLACK","<18","M","BLACK",989326.6875,194191.53125,40.699694423,-73.981692697,"POINT (-73.98169269699997 40.69969442300004)",11201,NA
157251491,"October",3,2016,12:54:00,"MANHATTAN",33,0,NA,TRUE,"25-44","M","BLACK","25-44","M","WHITE",1001888.625,245600.65625,40.840782915,-73.9362539639999,"POINT (-73.93625396399995 40.840782915000034)",10032,NA
155577957,"August",7,2016,22:02:00,"BROOKLYN",75,2,"MULTI DWELL - PUBLIC HOUS",FALSE,NA,NA,NA,"18-24","M","BLACK",1021889,181921.25,40.6659367440001,-73.864327437,"POINT (-73.86432743699999 40.66593674400008)",11208,NA
153210053,"May",18,2016,19:35:00,"BROOKLYN",67,0,NA,TRUE,NA,NA,NA,"65+","M","BLACK",998235.125,173191.25,40.6420437580001,-73.949608556,"POINT (-73.94960855599999 40.64204375800006)",11226,NA
151586091,"March",26,2016,00:05:00,"STATEN ISLAND",121,0,NA,FALSE,"18-24","M","BLACK","18-24","M","BLACK",944327,170618.21875,40.634902401,-74.143841466,"POINT (-74.14384146599997 40.63490240100003)",10302,NA
157656720,"October",17,2016,00:36:00,"MANHATTAN",34,0,NA,FALSE,NA,NA,NA,"25-44","M","WHITE HISPANIC",1006233.3125,253436.234375,40.862279501,-73.9205262099999,"POINT (-73.92052620999993 40.862279501000046)",10034,NA
152535322,"April",27,2016,07:30:00,"BRONX",48,0,"MULTI DWELL - APT BUILD",FALSE,"18-24","M","WHITE HISPANIC","25-44","F","BLACK",1017838.5,247121.640625,40.8449113080001,-73.878602198,"POINT (-73.87860219799995 40.844911308000064)",10460,NA
154563862,"July",4,2016,01:02:00,"BROOKLYN",61,0,"RESTAURANT/DINER",FALSE,"18-24","M","BLACK HISPANIC","18-24","M","WHITE HISPANIC",990635.125,156620.609375,40.596569528,-73.9770094579999,"POINT (-73.97700945799994 40.59656952800003)",11223,NA
158669665,"November",20,2016,12:30:00,"BRONX",41,0,NA,TRUE,"18-24","M","WHITE HISPANIC","18-24","M","WHITE HISPANIC",1014179.25,239452.828125,40.8238758030001,-73.8918620649999,"POINT (-73.89186206499994 40.82387580300008)",10459,NA
156163204,"August",26,2016,01:59:00,"BROOKLYN",70,0,NA,FALSE,NA,NA,NA,"25-44","M","BLACK",995293.875,176595.140625,40.6513908580001,-73.960201248,"POINT (-73.96020124799998 40.65139085800007)",11226,NA
156246450,"August",28,2016,05:57:00,"MANHATTAN",32,0,NA,FALSE,NA,NA,NA,"25-44","M","BLACK",1001420.75,241474.640625,40.8294591170001,-73.937955465,"POINT (-73.93795546499996 40.829459117000056)",10039,NA
150273223,"February",10,2016,20:15:00,"BROOKLYN",67,0,"SOCIAL CLUB/POLICY LOCATI",FALSE,NA,NA,NA,"45-64","M","BLACK",1002624.375,176672.921875,40.6515921760001,-73.933783203,"POINT (-73.93378320299996 40.651592176000065)",11203,NA
156435424,"September",5,2016,03:49:00,"BROOKLYN",71,0,NA,FALSE,NA,NA,NA,"65+","F","BLACK",994673,180873,40.663133397,-73.962432161,"POINT (-73.96243216099998 40.663133397000024)",11225,NA
157639146,"October",16,2016,00:49:00,"MANHATTAN",13,0,NA,FALSE,"25-44","M","BLACK","25-44","M","BLACK",985716.0625,209910.578125,40.742840755,-73.9947107639999,"POINT (-73.99471076399993 40.74284075500003)",10011,NA
154584999,"July",5,2016,00:08:00,"BROOKLYN",70,0,NA,FALSE,NA,NA,NA,"18-24","M","BLACK",994817.125,176397.359375,40.6508485730001,-73.961919682,"POINT (-73.96191968199997 40.650848573000076)",11226,NA
155711532,"August",12,2016,00:51:00,"BROOKLYN",83,0,NA,TRUE,"18-24","M","BLACK","18-24","M","BLACK",1009752,190911,40.6906548420001,-73.9080425619999,"POINT (-73.90804256199993 40.69065484200007)",11207,NA
156246003,"August",28,2016,01:40:00,"BROOKLYN",75,0,NA,FALSE,NA,NA,NA,"18-24","M","BLACK",1015828.8125,179159.546875,40.6583801720001,-73.886184971,"POINT (-73.88618497099998 40.65838017200008)",11207,NA
151695536,"March",30,2016,23:32:00,"MANHATTAN",30,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"18-24","M","BLACK","<18","M","BLACK HISPANIC",996958.75,237593.984375,40.8188153630001,-73.954086113,"POINT (-73.95408611299996 40.818815363000056)",10031,NA
153129425,"May",16,2016,21:00:00,"QUEENS",103,0,NA,FALSE,NA,NA,NA,"18-24","M","BLACK HISPANIC",1052143,197039.71875,40.707253021,-73.755121591,"POINT (-73.75512159099999 40.70725302100004)",11412,NA
155849644,"August",16,2016,22:24:00,"BROOKLYN",67,0,NA,TRUE,NA,NA,NA,"25-44","M","BLACK",1005554,179416,40.6591147610001,-73.923216654,"POINT (-73.92321665399999 40.65911476100007)",11212,NA
150165508,"February",6,2016,19:13:00,"BRONX",40,0,NA,FALSE,NA,NA,NA,"<18","M","WHITE HISPANIC",1005759.5,237459.296875,40.818428639,-73.9222904009999,"POINT (-73.92229040099994 40.81842863900005)",10451,NA
151113817,"March",10,2016,23:18:00,"BRONX",44,0,NA,FALSE,"25-44","M","BLACK","18-24","M","BLACK",1007674.6875,242091.625,40.83113819,-73.915354908,"POINT (-73.91535490799998 40.83113819000005)",10456,NA
149092535,"January",5,2016,22:32:00,"MANHATTAN",32,0,NA,FALSE,NA,NA,NA,"25-44","M","BLACK",999125.875,235492.90625,40.813045109,-73.946261184,"POINT (-73.94626118399998 40.81304510900003)",10027,NA
157629230,"October",14,2016,23:30:00,"BRONX",40,0,NA,FALSE,"25-44","M","WHITE HISPANIC","45-64","M","WHITE HISPANIC",1007493.125,237317.546875,40.8180351840001,-73.9160275309999,"POINT (-73.91602753099994 40.81803518400005)",10455,NA
158783523,"November",25,2016,04:44:00,"MANHATTAN",33,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"25-44","M","BLACK","18-24","M","BLACK",1002521.9375,247218.859375,40.8452231210001,-73.9339607109999,"POINT (-73.93396071099994 40.84522312100006)",10033,NA
154585001,"July",4,2016,23:45:00,"BROOKLYN",69,0,NA,FALSE,NA,NA,NA,"18-24","F","WHITE HISPANIC",1009256,174504,40.6456227150001,-73.909891968,"POINT (-73.90989196799995 40.64562271500006)",11236,NA
149347432,"January",13,2016,14:48:00,"BROOKLYN",75,0,NA,FALSE,"<18","M","BLACK","18-24","M","BLACK",1013646,181481,40.66475956,-73.894042144,"POINT (-73.89404214399997 40.66475956000005)",11207,NA
152216263,"April",16,2016,05:45:00,"QUEENS",113,0,NA,TRUE,"25-44","M","BLACK","25-44","M","BLACK",1048715.5,195663.453125,40.703501144,-73.767497185,"POINT (-73.76749718499997 40.70350114400003)",11412,NA
155775753,"August",13,2016,02:28:00,"QUEENS",102,0,NA,FALSE,"25-44","M","BLACK","18-24","M","WHITE HISPANIC",1028185,192614.78125,40.6952590140001,-73.841563126,"POINT (-73.84156312599998 40.695259014000044)",11418,NA
156246456,"August",29,2016,00:25:00,"STATEN ISLAND",120,0,NA,FALSE,"18-24","M","BLACK","25-44","M","BLACK",961579.875,163524.21875,40.6154918230001,-74.081656681,"POINT (-74.08165668099997 40.61549182300007)",10304,NA
157656573,"October",16,2016,23:33:00,"QUEENS",105,0,NA,FALSE,NA,NA,NA,"18-24","M","BLACK",1052611.5,182537.28125,40.667443699,-73.753578938,"POINT (-73.75357893799998 40.667443699000046)",11413,NA
155552962,"August",5,2016,19:58:00,"BROOKLYN",94,2,"MULTI DWELL - PUBLIC HOUS",FALSE,NA,NA,NA,"18-24","M","BLACK",1001365.75,200586.484375,40.71723196,-73.9382583399999,"POINT (-73.93825833999995 40.71723196000005)",11211,NA
152876303,"May",8,2016,02:28:00,"BROOKLYN",75,0,NA,TRUE,"25-44","M","BLACK","25-44","M","BLACK",1017119.4375,183909.34375,40.6714126050001,-73.8815101449999,"POINT (-73.88151014499994 40.67141260500006)",11208,NA
156430716,"September",3,2016,00:35:00,"BRONX",52,0,NA,FALSE,"25-44","M","WHITE HISPANIC","25-44","M","BLACK",1017440.5,256045.59375,40.869406375,-73.879996507,"POINT (-73.87999650699999 40.86940637500004)",10467,NA
149469595,"January",16,2016,15:15:00,"BROOKLYN",75,0,"MULTI DWELL - APT BUILD",TRUE,NA,NA,NA,"25-44","M","BLACK HISPANIC",1013431.4375,180139.9375,40.6610793520001,-73.8948213479999,"POINT (-73.89482134799994 40.66107935200006)",11207,NA
156822745,"September",16,2016,18:00:00,"QUEENS",103,0,NA,FALSE,"<18","M","BLACK","18-24","M","BLACK",1043624,193543,40.6977166400001,-73.785879042,"POINT (-73.78587904199998 40.69771664000007)",11433,NA
152045226,"April",11,2016,19:38:00,"BROOKLYN",90,2,"MULTI DWELL - PUBLIC HOUS",FALSE,NA,NA,NA,"18-24","M","WHITE HISPANIC",999631.4375,198004.09375,40.7101471,-73.944520572,"POINT (-73.94452057199999 40.71014710000003)",11206,NA
159259635,"December",11,2016,20:29:00,"BRONX",46,0,NA,FALSE,"45-64","M","BLACK","25-44","M","WHITE HISPANIC",1009853.5,247502.5625,40.8459835890001,-73.9074609859999,"POINT (-73.90746098599993 40.84598358900007)",10457,NA
153916054,"June",12,2016,03:40:00,"BROOKLYN",70,0,NA,FALSE,"25-44","M","BLACK","25-44","M","BLACK",996682.5625,172472.203125,40.6400724420001,-73.95520426,"POINT (-73.95520425999996 40.640072442000076)",11226,NA
159133830,"December",6,2016,21:17:00,"BRONX",44,0,NA,FALSE,NA,NA,NA,"25-44","M","BLACK",1004861.25,244407.375,40.837501268,-73.925514316,"POINT (-73.92551431599998 40.83750126800004)",10452,NA
156245999,"August",27,2016,21:30:00,"BRONX",46,0,NA,FALSE,NA,NA,NA,"25-44","M","BLACK",1005911.875,249926.453125,40.852647,-73.92169963,"POINT (-73.92169962999998 40.85264700000005)",10453,NA
154837221,"July",13,2016,21:20:00,"BRONX",46,0,NA,FALSE,"18-24","M","WHITE HISPANIC","18-24","M","BLACK",1012177.625,250689.921875,40.854724898,-73.899047474,"POINT (-73.89904747399999 40.85472489800003)",10457,NA
158455854,"November",13,2016,19:56:00,"MANHATTAN",25,0,NA,FALSE,NA,NA,NA,"18-24","M","BLACK",1001755.9375,233152.75,40.8066172090001,-73.9367659819999,"POINT (-73.93676598199994 40.80661720900008)",10035,NA
159696813,"December",27,2016,00:15:00,"BROOKLYN",67,0,NA,FALSE,NA,NA,NA,"<18","M","BLACK",1003291.9375,180090.09375,40.6609701520001,-73.931367769,"POINT (-73.93136776899996 40.66097015200006)",11203,NA
153662891,"June",3,2016,13:11:00,"BROOKLYN",73,2,"MULTI DWELL - PUBLIC HOUS",FALSE,NA,NA,NA,"25-44","M","BLACK",1007627.5,183444.609375,40.6701671660001,-73.915729292,"POINT (-73.91572929199998 40.670167166000056)",11233,NA
153710635,"June",4,2016,03:35:00,"BRONX",44,0,NA,FALSE,NA,NA,NA,"18-24","M","BLACK HISPANIC",1005065,246324,40.842761366,-73.924772035,"POINT (-73.92477203499999 40.84276136600005)",10452,NA
153511449,"May",29,2016,22:40:00,"QUEENS",113,0,NA,FALSE,NA,NA,NA,"25-44","M","BLACK",1042850.9375,187479.625,40.6810792680001,-73.788719692,"POINT (-73.78871969199997 40.681079268000076)",11434,NA
156822747,"September",18,2016,17:28:00,"STATEN ISLAND",120,0,"MULTI DWELL - APT BUILD",FALSE,"25-44","M","WHITE HISPANIC","25-44","M","BLACK",960810.125,165311.703125,40.6203960930001,-74.084435438,"POINT (-74.08443543799996 40.62039609300007)",10304,NA
157055738,"September",26,2016,15:30:00,"QUEENS",101,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"18-24","M","BLACK","18-24","M","BLACK",1047439.4375,156662.75,40.596462241,-73.772464836,"POINT (-73.77246483599998 40.59646224100004)",11691,NA
157311946,"October",5,2016,00:07:00,"BROOKLYN",81,0,"MULTI DWELL - APT BUILD",TRUE,"25-44","M","BLACK","25-44","F","WHITE HISPANIC",1001586.375,189839.03125,40.6877322940001,-73.937490125,"POINT (-73.93749012499995 40.68773229400006)",11221,NA
155433812,"August",3,2016,02:05:00,"BRONX",45,0,NA,TRUE,"18-24","M","BLACK","25-44","M","BLACK HISPANIC",1025532.9375,244194.375,40.8368442070001,-73.850810183,"POINT (-73.85081018299996 40.83684420700007)",10462,NA
154350739,"June",25,2016,19:10:00,"QUEENS",113,0,NA,FALSE,"25-44","M","BLACK","25-44","M","BLACK",1040863.9375,190352.5,40.688977564,-73.7958595219999,"POINT (-73.79585952199994 40.68897756400003)",11435,NA
159248462,"December",10,2016,11:20:00,"STATEN ISLAND",121,0,NA,FALSE,"25-44","M","BLACK","25-44","M","BLACK",946498.5,166992.234375,40.6249593700001,-74.135997421,"POINT (-74.13599742099996 40.624959370000056)",10302,NA
157457581,"October",8,2016,02:30:00,"BROOKLYN",72,0,NA,FALSE,"<18","M","WHITE HISPANIC","18-24","M","BLACK",983442.25,178156.421875,40.655683083,-74.00291262,"POINT (-74.00291261999996 40.65568308300004)",11209,NA
150705404,"February",25,2016,19:00:00,"MANHATTAN",28,0,"COMMERCIAL BLDG",FALSE,NA,NA,NA,"25-44","M","BLACK",998953.5,233790.640625,40.8083731510001,-73.9468876299999,"POINT (-73.94688762999994 40.80837315100007)",10027,NA
153273025,"May",20,2016,22:00:00,"BROOKLYN",71,0,NA,FALSE,"18-24","M","BLACK","18-24","M","BLACK",1002419.1875,180820.578125,40.662977004,-73.934511491,"POINT (-73.93451149099997 40.66297700400003)",11203,NA
159826967,"December",31,2016,04:15:00,"QUEENS",108,0,NA,FALSE,NA,NA,NA,"25-44","M","BLACK",1003557.25,210468.390625,40.7443508580001,-73.930324404,"POINT (-73.93032440399998 40.74435085800008)",11104,NA
153415650,"May",26,2016,02:48:00,"BRONX",43,0,NA,FALSE,NA,NA,NA,"25-44","M","ASIAN / PACIFIC ISLANDER",1019871.625,241008.84375,40.8281254980001,-73.8712863279999,"POINT (-73.87128632799994 40.82812549800008)",10472,NA
149455197,"January",16,2016,19:30:00,"BRONX",47,0,"BEAUTY/NAIL SALON",FALSE,"25-44","M","BLACK","25-44","M","WHITE",1027266.375,259254.34375,40.878170981,-73.84444913,"POINT (-73.84444912999999 40.878170981000046)",10469,NA
154144626,"June",18,2016,03:27:00,"BRONX",41,0,NA,TRUE,NA,NA,NA,"<18","M","BLACK",1013350.5,239897.96875,40.8251003560001,-73.8948545439999,"POINT (-73.89485454399994 40.825100356000064)",10459,NA
159826968,"December",31,2016,11:35:00,"BROOKLYN",60,0,NA,FALSE,NA,NA,NA,"25-44","M","BLACK",990784,149362,40.576645978,-73.9764803959999,"POINT (-73.97648039599994 40.57664597800005)",11224,NA
149231826,"January",10,2016,03:32:00,"BROOKLYN",81,0,"PVT HOUSE",FALSE,"25-44","M","BLACK","25-44","M","BLACK",1003491.4375,188217.125,40.683276597,-73.930625505,"POINT (-73.93062550499997 40.68327659700003)",11233,NA
157721053,"September",29,2016,20:49:00,"MANHATTAN",23,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"18-24","F","BLACK","18-24","M","WHITE HISPANIC",998869.4375,230617.640625,40.799664277,-73.9471981999999,"POINT (-73.94719819999995 40.79966427700003)",10029,NA
152012485,"April",11,2016,04:56:00,"QUEENS",102,0,NA,FALSE,NA,NA,NA,"25-44","M","BLACK",1033861,192835,40.695833464,-73.8210927769999,"POINT (-73.82109277699993 40.69583346400003)",11418,NA
152396024,"April",22,2016,02:17:00,"BROOKLYN",71,0,NA,FALSE,"25-44","M","BLACK","18-24","M","BLACK",995671.1875,183338.578125,40.66989963,-73.958830059,"POINT (-73.95883005899998 40.66989963000003)",11225,NA
154177371,"June",21,2016,02:35:00,"MANHATTAN",9,0,NA,FALSE,NA,NA,NA,"18-24","M","BLACK",989421,202605.328125,40.7227882450001,-73.981346103,"POINT (-73.98134610299996 40.72278824500006)",10009,NA
154358256,"June",26,2016,04:00:00,"BRONX",46,0,NA,FALSE,NA,NA,NA,"25-44","M","BLACK HISPANIC",1008817,250725,40.854831167,-73.911195468,"POINT (-73.91119546799996 40.85483116700004)",10453,NA
158263711,"November",5,2016,23:35:00,"MANHATTAN",23,0,NA,FALSE,"18-24","M","BLACK","18-24","M","BLACK",1000700.4375,227655.015625,40.791529456,-73.940592157,"POINT (-73.94059215699997 40.791529456000035)",10029,NA
153575115,"June",1,2016,01:29:00,"BROOKLYN",94,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"<18","M","BLACK","18-24","M","BLACK",1000776.5,200903.671875,40.718103684,-73.940383212,"POINT (-73.94038321199997 40.71810368400003)",11211,NA
157151995,"September",29,2016,15:02:00,"QUEENS",113,0,NA,FALSE,"18-24","M","BLACK","18-24","M","BLACK",1041860.25,190316.5,40.688872324,-73.792267281,"POINT (-73.79226728099997 40.688872324000045)",11433,NA
154049394,"June",15,2016,13:39:00,"BRONX",45,0,NA,FALSE,NA,NA,NA,"45-64","M","BLACK HISPANIC",1032564.625,241093.1875,40.8282966860001,-73.8254209579999,"POINT (-73.82542095799994 40.828296686000044)",10465,NA
159789421,"December",30,2016,00:40:00,"BRONX",44,0,"GROCERY/BODEGA",TRUE,NA,NA,NA,"25-44","M","BLACK",1009122.0625,244346.21875,40.83732244,-73.910116374,"POINT (-73.91011637399998 40.837322440000044)",10456,NA
150705405,"February",25,2016,16:48:00,"BRONX",46,0,NA,FALSE,NA,NA,NA,"18-24","M","WHITE HISPANIC",1010104.875,247484.96875,40.845934566,-73.9065524919999,"POINT (-73.90655249199995 40.84593456600005)",10457,NA
165349195,"October",18,2016,18:28:00,"BRONX",43,0,NA,TRUE,"25-44","M","WHITE","65+","M","BLACK",1024552.6875,237792.375,40.8192770950001,-73.854391132,"POINT (-73.85439113199999 40.819277095000075)",10473,NA
155808330,"August",16,2016,00:31:00,"BROOKLYN",78,0,NA,FALSE,NA,NA,NA,"25-44","M","BLACK",991095,186777,40.679342046,-73.975322922,"POINT (-73.97532292199998 40.679342046000045)",11217,NA
153210392,"May",18,2016,23:51:00,"BROOKLYN",67,0,NA,TRUE,NA,NA,NA,"18-24","M","WHITE HISPANIC",1006465.0625,178143.515625,40.6556198320001,-73.9199371569999,"POINT (-73.91993715699994 40.65561983200007)",11212,NA
153451720,"May",26,2016,22:30:00,"BRONX",50,0,NA,FALSE,NA,NA,NA,"18-24","M","BLACK",1011372.6875,258416.4375,40.8759343400001,-73.901925924,"POINT (-73.90192592399995 40.87593434000007)",10463,NA
153511461,"May",29,2016,21:00:00,"QUEENS",103,0,NA,FALSE,"18-24","M","BLACK","18-24","M","BLACK",1039125,192380,40.6945535240001,-73.80211335,"POINT (-73.80211334999996 40.69455352400008)",11435,NA
149685161,"January",23,2016,15:00:00,"BRONX",47,0,NA,FALSE,"25-44","M","BLACK","25-44","M","BLACK",1023047,263277,40.889231459,-73.859683563,"POINT (-73.85968356299998 40.88923145900003)",10466,NA
151098844,"March",10,2016,15:40:00,"BROOKLYN",71,0,NA,FALSE,"18-24","M","BLACK","<18","F","BLACK",995732,182977,40.6689071000001,-73.958611456,"POINT (-73.95861145599997 40.66890710000007)",11225,NA
158659859,"November",19,2016,00:40:00,"BRONX",41,0,NA,FALSE,NA,NA,NA,"25-44","M","WHITE HISPANIC",1012440.4375,237118.421875,40.8174742400001,-73.898154486,"POINT (-73.89815448599995 40.81747424000008)",10455,NA
157228606,"October",2,2016,16:05:00,"BRONX",48,0,NA,FALSE,NA,NA,NA,"18-24","M","BLACK",1017624.1875,245990.171875,40.8418065720001,-73.87938242,"POINT (-73.87938241999996 40.84180657200005)",10460,NA
154144626,"June",18,2016,03:27:00,"BRONX",41,0,NA,FALSE,NA,NA,NA,"18-24","M","WHITE HISPANIC",1013350.5,239897.96875,40.8251003560001,-73.8948545439999,"POINT (-73.89485454399994 40.825100356000064)",10459,NA
150772443,"February",28,2016,20:00:00,"BRONX",46,0,NA,FALSE,"<18","M","BLACK","25-44","M","WHITE HISPANIC",1011827.4375,252545.390625,40.859818703,-73.900305711,"POINT (-73.90030571099999 40.85981870300003)",10468,NA
155995758,"August",20,2016,23:44:00,"MANHATTAN",32,0,NA,TRUE,"25-44","M","BLACK","45-64","F","BLACK",1001765,237948,40.8197788140001,-73.936720733,"POINT (-73.93672073299996 40.81977881400008)",10030,NA
151081175,"March",10,2016,04:26:00,"QUEENS",113,0,"BAR/NIGHT CLUB",FALSE,"18-24","M","BLACK","18-24","M","BLACK",1049389.75,187641.5,40.6814778730001,-73.765142985,"POINT (-73.76514298499995 40.68147787300006)",11434,NA
158064291,"October",30,2016,06:04:00,"MANHATTAN",7,0,NA,FALSE,"25-44","M","WHITE HISPANIC","25-44","M","BLACK HISPANIC",988934.875,201281.46875,40.719154841,-73.9831008099999,"POINT (-73.98310080999994 40.719154841000034)",10002,NA
149216138,"January",9,2016,22:35:00,"QUEENS",113,0,NA,FALSE,NA,NA,NA,"18-24","M","BLACK",1047726.125,187712.625,40.68168518,-73.771140413,"POINT (-73.77114041299996 40.681685180000045)",11434,NA
157629233,"October",15,2016,04:24:00,"BROOKLYN",71,0,NA,FALSE,"25-44","M","BLACK","18-24","M","BLACK",1001312.75,180053.65625,40.6608741750001,-73.9385015299999,"POINT (-73.93850152999994 40.66087417500007)",11203,NA
155775753,"August",13,2016,02:28:00,"QUEENS",102,0,NA,FALSE,"25-44","M","WHITE HISPANIC","25-44","M","BLACK",1028185,192614.78125,40.6952590140001,-73.841563126,"POINT (-73.84156312599998 40.695259014000044)",11418,NA
154161410,"June",20,2016,07:00:00,"QUEENS",103,0,NA,FALSE,"65+","M","BLACK HISPANIC","25-44","M","WHITE",1043417.875,198739.359375,40.711980764,-73.786576737,"POINT (-73.78657673699996 40.71198076400003)",11432,NA
155429709,"August",2,2016,17:40:00,"BRONX",48,0,"BEAUTY/NAIL SALON",TRUE,"25-44","M","BLACK HISPANIC","25-44","M","WHITE HISPANIC",1015865.125,246178.078125,40.842328793,-73.8857390269999,"POINT (-73.88573902699994 40.842328793000036)",10460,NA
155405171,"August",2,2016,01:08:00,"BROOKLYN",81,0,NA,TRUE,NA,NA,NA,"18-24","F","BLACK",1005121.8125,188737.0625,40.6847000130001,-73.924745501,"POINT (-73.92474550099996 40.684700013000054)",11233,NA
154254813,"June",23,2016,03:20:00,"QUEENS",113,0,"MULTI DWELL - APT BUILD",FALSE,"18-24","M","BLACK","18-24","M","BLACK",1046125.3125,185873.390625,40.676648249,-73.776928949,"POINT (-73.77692894899997 40.67664824900004)",11434,NA
154138079,"June",19,2016,00:20:00,"BRONX",44,0,NA,FALSE,NA,NA,NA,"25-44","M","BLACK",1007972.0625,244066.734375,40.8365585000001,-73.914273341,"POINT (-73.91427334099996 40.83655850000008)",10456,NA
155609034,"August",9,2016,03:28:00,"MANHATTAN",7,0,NA,FALSE,"25-44","M","BLACK","25-44","M","BLACK",987785.375,201740.734375,40.720415948,-73.9872473779999,"POINT (-73.98724737799995 40.72041594800004)",10002,NA
157022333,"September",24,2016,20:30:00,"MANHATTAN",34,0,NA,FALSE,NA,NA,NA,"18-24","M","WHITE HISPANIC",1003209,248934,40.8499292270001,-73.931472594,"POINT (-73.93147259399996 40.849929227000075)",10033,NA
151527036,"March",24,2016,18:11:00,"STATEN ISLAND",121,2,"MULTI DWELL - PUBLIC HOUS",TRUE,"45-64","M","WHITE HISPANIC","18-24","M","WHITE HISPANIC",938890.5,170111.75,40.633486082,-74.163425382,"POINT (-74.16342538199996 40.63348608200005)",10303,NA
153710640,"June",5,2016,14:40:00,"BROOKLYN",60,0,NA,FALSE,"25-44","M","BLACK","18-24","M","BLACK",988922.125,149421.171875,40.5768095700001,-73.983182718,"POINT (-73.98318271799997 40.57680957000009)",11224,NA
157228604,"September",30,2016,20:24:00,"BROOKLYN",79,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"25-44","M","BLACK","25-44","M","BLACK",999105.3125,192881.109375,40.6960866090001,-73.9464296049999,"POINT (-73.94642960499993 40.696086609000076)",11206,NA
158843091,"November",27,2016,23:10:00,"MANHATTAN",14,0,NA,FALSE,NA,NA,NA,"25-44","M","BLACK",985285.5625,212846.34375,40.750898756,-73.996263888,"POINT (-73.99626388799999 40.750898756000026)",10001,NA
156431363,"September",4,2016,04:40:00,"BROOKLYN",81,0,NA,FALSE,NA,NA,NA,"25-44","M","BLACK",1005424.0625,190694.765625,40.6900727400001,-73.9236495489999,"POINT (-73.92364954899995 40.69007274000006)",11221,NA
158597485,"November",18,2016,01:10:00,"QUEENS",113,0,NA,FALSE,"18-24","M","BLACK HISPANIC","18-24","M","BLACK",1050945.375,184945.375,40.6740660610001,-73.759560957,"POINT (-73.75956095699996 40.674066061000076)",11413,NA
151527035,"March",24,2016,17:07:00,"BROOKLYN",75,0,"STORE UNCLASSIFIED",TRUE,NA,NA,NA,"25-44","M","BLACK",1015209.8125,184968.140625,40.674325647,-73.8883892969999,"POINT (-73.88838929699995 40.674325647000046)",11207,NA
156723883,"September",14,2016,20:00:00,"MANHATTAN",23,2,"MULTI DWELL - PUBLIC HOUS",FALSE,NA,NA,NA,"18-24","M","BLACK",1000531.3125,229408.125,40.79634158,-73.9411986869999,"POINT (-73.94119868699994 40.796341580000046)",10029,NA
153511450,"May",29,2016,21:31:00,"MANHATTAN",23,2,"MULTI DWELL - PUBLIC HOUS",FALSE,NA,NA,NA,"25-44","M","BLACK",1001746.9375,228590.171875,40.794094197,-73.936810381,"POINT (-73.93681038099999 40.79409419700005)",10035,NA
153511457,"May",28,2016,22:25:00,"BRONX",50,0,NA,FALSE,NA,NA,NA,"18-24","M","BLACK HISPANIC",1012345,263323,40.8893982760001,-73.8983894689999,"POINT (-73.89838946899994 40.889398276000065)",10463,NA
150544024,"February",20,2016,20:31:00,"MANHATTAN",33,0,"MULTI DWELL - APT BUILD",FALSE,"25-44","M","WHITE HISPANIC","45-64","M","WHITE HISPANIC",1001602.0625,246487.03125,40.843216323,-73.937287332,"POINT (-73.93728733199998 40.84321632300004)",10032,NA
