"incident_key","month","day","year","occur_time","boro","precinct","jurisdiction_code","location_desc","statistical_murder_flag","perp_age_group","perp_sex","perp_race","vic_age_group","vic_sex","vic_race","x_coord_cd","y_coord_cd","latitude","longitude","lon_lat","zipcode"
138187123,"August",12,2014,06:03:00,"BRONX",41,0,NA,TRUE,"25-44","M","BLACK","45-64","M","BLACK",1015844.625,236499.671875,40.815764427,-73.885858695,"POINT (-73.88585869499997 40.81576442700003)",10474
94934289,"February",14,2014,09:40:00,"BROOKLYN",73,0,NA,FALSE,"25-44","M","BLACK","25-44","M","BLACK",1008421.3125,178716,40.657186052,-73.9128846789999,"POINT (-73.91288467899994 40.65718605200004)",11212
138412706,"August",25,2014,21:00:00,"BROOKLYN",79,0,NA,FALSE,NA,NA,NA,"25-44","M","BLACK",997229,186961,40.679840217,-73.9532074429999,"POINT (-73.95320744299994 40.67984021700005)",11216
137696447,"July",12,2014,04:40:00,"BRONX",52,0,NA,FALSE,NA,NA,NA,"25-44","M","BLACK HISPANIC",1014182,255633.015625,40.8682856250001,-73.891779904,"POINT (-73.89177990399997 40.868285625000055)",10458
139213724,"October",16,2014,19:43:00,"QUEENS",114,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"18-24","M","BLACK HISPANIC","<18","M","BLACK",999157.75,215243.6875,40.7574663520001,-73.946190966,"POINT (-73.94619096599996 40.75746635200005)",10044
94723316,"January",31,2014,03:18:00,"MANHATTAN",32,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"18-24","M","BLACK","18-24","M","BLACK",1002118.1875,242744.1875,40.8329422750001,-73.935431916,"POINT (-73.93543191599997 40.83294227500005)",10039
137922052,"July",27,2014,15:05:00,"BRONX",43,0,NA,FALSE,"<18","M","BLACK HISPANIC","25-44","F","BLACK",1021951.75,244960.640625,40.838963397,-73.863747808,"POINT (-73.86374780799997 40.83896339700004)",10460
138909015,"September",27,2014,07:47:00,"MANHATTAN",23,2,"MULTI DWELL - PUBLIC HOUS",TRUE,"25-44","M","BLACK","25-44","M","BLACK",999218,230194.15625,40.7985013440001,-73.945940188,"POINT (-73.94594018799995 40.798501344000044)",10037
109667603,"April",19,2014,05:10:00,"QUEENS",106,0,NA,TRUE,"25-44","M","BLACK","18-24","M","WHITE HISPANIC",1028604.625,187929.5,40.682396919,-73.840080724,"POINT (-73.84008072399996 40.68239691900004)",11417
139575073,"November",9,2014,01:30:00,"BRONX",40,0,NA,FALSE,NA,NA,NA,"18-24","M","BLACK HISPANIC",1009453.375,238878.84375,40.8223151280001,-73.9089395839999,"POINT (-73.90893958399994 40.82231512800007)",10456
137804313,"July",19,2014,06:04:00,"BROOKLYN",67,0,NA,FALSE,NA,NA,NA,"25-44","M","BLACK",996949.0625,176623.203125,40.651465665,-73.954236189,"POINT (-73.95423618899997 40.651465665000046)",11226
140105763,"December",8,2014,16:15:00,"BRONX",42,0,NA,TRUE,NA,NA,NA,"25-44","F","BLACK",1009021.9375,240724.609375,40.827382449,-73.910491587,"POINT (-73.91049158699997 40.82738244900003)",10456
136996343,"May",29,2014,19:32:00,"BROOKLYN",77,0,NA,TRUE,"25-44","M","BLACK","25-44","M","BLACK",1001110.875,183920.390625,40.6714878870001,-73.939219485,"POINT (-73.93921948499997 40.67148788700007)",11213
138084421,"August",6,2014,17:01:00,"QUEENS",100,0,NA,FALSE,"<18","M","BLACK","<18","M","BLACK",1035329,152802,40.585943345,-73.816101923,"POINT (-73.81610192299996 40.58594334500003)",11693
136923525,"May",25,2014,22:10:00,"QUEENS",103,0,NA,FALSE,NA,NA,NA,"25-44","F","BLACK",1041906.5625,194066.890625,40.6991659500001,-73.7920681849999,"POINT (-73.79206818499995 40.699165950000065)",11433
137018484,"May",30,2014,20:28:00,"BROOKLYN",70,0,NA,FALSE,"18-24","M","BLACK","45-64","F","BLACK",996352,172911.921875,40.641279835,-73.9563945579999,"POINT (-73.95639455799994 40.64127983500004)",11226
95504871,"March",23,2014,01:40:00,"QUEENS",114,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"25-44","M","BLACK","18-24","M","BLACK",999584.6875,214040.703125,40.7541637360001,-73.9446526519999,"POINT (-73.94465265199995 40.754163736000066)",11101
109324543,"March",29,2014,01:12:00,"BROOKLYN",73,0,"BEAUTY/NAIL SALON",TRUE,NA,NA,NA,"18-24","M","BLACK",1008456.75,179885.3125,40.6603954600001,-73.91275276,"POINT (-73.91275275999999 40.660395460000075)",11212
94814972,"February",7,2014,06:25:00,"MANHATTAN",13,0,NA,FALSE,"UNKNOWN","U","UNKNOWN","25-44","M","BLACK",986800.6875,209942.640625,40.742928512,-73.990796587,"POINT (-73.99079658699998 40.74292851200005)",10010
94290322,"January",2,2014,15:50:00,"BROOKLYN",73,2,"MULTI DWELL - PUBLIC HOUS",FALSE,NA,NA,NA,"25-44","M","BLACK",1009850.25,181614.359375,40.66513739,-73.90772359,"POINT (-73.90772358999999 40.66513739000005)",11212
138477081,"August",30,2014,22:35:00,"BROOKLYN",81,0,NA,FALSE,NA,NA,NA,"25-44","F","BLACK HISPANIC",1005319,190473,40.6894642950001,-73.92402909,"POINT (-73.92402908999998 40.68946429500005)",11221
