"incident_key","month","day","year","occur_time","boro","precinct","jurisdiction_code","location_desc","statistical_murder_flag","perp_age_group","perp_sex","perp_race","vic_age_group","vic_sex","vic_race","x_coord_cd","y_coord_cd","latitude","longitude","lon_lat","zipcode"
37256866,"December",25,2007,04:11:00,"BROOKLYN",67,0,"BAR/NIGHT CLUB",FALSE,"25-44","M","BLACK","25-44","M","BLACK",1002693.625,171002.90625,40.636029061,-73.933549139,"POINT (-73.93354913899998 40.636029061000045)",11203
66729665,"October",12,2009,21:10:00,"BROOKLYN",75,0,NA,FALSE,"18-24","M","BLACK","25-44","M","BLACK",1014766,183922,40.6714557680001,-73.8899940039999,"POINT (-73.88999400399996 40.671455768000044)",11207
65077476,"August",24,2009,23:23:00,"QUEENS",115,0,"COMMERCIAL BLDG",FALSE,"18-24","M","BLACK HISPANIC","25-44","M","BLACK",1019557.875,220564.1875,40.77201181,-73.8725275309999,"POINT (-73.87252753099995 40.77201181000004)",11371
35585563,"November",10,2007,00:13:00,"BRONX",44,0,NA,FALSE,"<18","M","BLACK","18-24","M","BLACK HISPANIC",1009320.4375,244793.96875,40.838550823,-73.909397794,"POINT (-73.90939779399997 40.83855082300005)",10456
47945809,"July",2,2008,01:00:00,"BRONX",40,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"<18","M","BLACK HISPANIC","<18","M","BLACK",1005385.8125,235950.296875,40.8142877600001,-73.923645237,"POINT (-73.92364523699996 40.81428776000007)",10451
35463273,"November",3,2007,06:35:00,"BROOKLYN",67,0,"MULTI DWELL - APT BUILD",TRUE,NA,NA,NA,"25-44","M","BLACK",1000272.5625,172937.046875,40.641342573,-73.942267621,"POINT (-73.94226762099998 40.64134257300003)",11203
62058671,"May",24,2009,00:23:00,"BROOKLYN",75,0,NA,FALSE,"18-24","M","BLACK","18-24","M","BLACK",1017018.9375,185082.859375,40.6746340120001,-73.881866733,"POINT (-73.88186673299998 40.67463401200007)",11208
52512783,"October",26,2008,18:40:00,"QUEENS",105,0,NA,FALSE,"UNKNOWN","U","UNKNOWN","25-44","M","BLACK",1057636,203954,40.72618713,-73.735233904,"POINT (-73.73523390399998 40.72618713000003)",11428
66957864,"October",19,2009,21:12:00,"BROOKLYN",75,0,"BEAUTY/NAIL SALON",FALSE,"UNKNOWN","M","BLACK","25-44","F","BLACK",1013181.0625,183137.109375,40.6693067420001,-73.895710924,"POINT (-73.89571092399996 40.66930674200006)",11207
23501820,"July",22,2006,04:30:00,"BROOKLYN",70,0,"BAR/NIGHT CLUB",FALSE,"25-44","M","BLACK","18-24","M","BLACK",996108,176258.859375,40.650466786,-73.957267875,"POINT (-73.95726787499996 40.65046678600004)",11226
59660235,"March",17,2009,15:53:00,"MANHATTAN",23,0,NA,FALSE,"UNKNOWN","U","UNKNOWN","<18","M","BLACK",1002495,228475,40.793776569,-73.934109029,"POINT (-73.93410902899996 40.793776569000045)",10029
25078537,"October",31,2006,21:45:00,"BROOKLYN",71,0,"MULTI DWELL - APT BUILD",FALSE,NA,NA,NA,"18-24","M","BLACK",1002859.1875,181349.375,40.6644275200001,-73.932924073,"POINT (-73.93292407299998 40.66442752000006)",11213
39297213,"February",20,2008,23:45:00,"BROOKLYN",90,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"UNKNOWN","U","UNKNOWN","18-24","M","BLACK",1000565.1875,196255.765625,40.70534668,-73.94115677,"POINT (-73.94115676999996 40.70534668000005)",11206
69027037,"December",18,2009,11:50:00,"BROOKLYN",81,0,NA,FALSE,"UNKNOWN","U","UNKNOWN","25-44","M","BLACK",1003655.6875,187149.625,40.680346195,-73.9300363679999,"POINT (-73.93003636799995 40.68034619500003)",11233
